state,polling_place,premises,address,suburb,postcode,wheelchair_access,match_source,match_type,latitude,longitude
NSW,Meadowbank,T.A.F.E. College,"Binghi Cottage, See St",MEADOWBANK,2114.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8156,151.091
NSW,Parkes Street,School Of Horticulture,Parkes St,WEST RYDE,2114.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8085,151.1
NSW,Putney,Putney Public School,193 Morrison Rd,PUTNEY,2112.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8249,151.111
NSW,Royal Ryde Homes,Weemala Homes,259 Morrison Rd,RYDE,2112.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8221,151.107
NSW,Ryde,Ryde Masonic Hall,142 Blaxland Rd,RYDE,2112.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8129,151.105
NSW,Ryde Central,Ryde Baptist Church Hall,Dobson Cres,RYDE,2112.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8059,151.113
NSW,Ryde East,Ryde East Public School,12 Twin Rd,EAST RYDE,2113.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8063,151.126
NSW,Ryde Heights,Ryde Courthouse,814 Victoria Rd,RYDE,2112.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8178,151.09799999999998
NSW,Ryde Hospital,Ryde Hospital,Denistone Rd,EASTWOOD,2122.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7929,151.089
NSW,Ryde North,North Ryde Public School,Cox's Rd,NORTH RYDE,2113.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7939,151.12
NSW,Ryde South,St Philip's Church,17 Douglas St,RYDE,2112.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.824,151.106
NSW,Truscott,Truscott Street Public School,Truscott St,NORTH RYDE,2113.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7947,151.13
NSW,Water Tanks,The Living Way Church,85 North Rd,RYDE,2112.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7982,151.10299999999998
NSW,West Ryde,West Ryde Public School,6 Endeavour St,WEST RYDE,2114.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8087,151.085
NSW,Wicks,Peter Board High School,Wicks Rd,NORTH RYDE,2113.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7884,151.132
NSW,Woolwich,Marist Sisters' College,66a Woolwich Rd,WOOLWICH,2110.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8394,151.167
NSW,Arcadia,Arcadia Public School,140 Arcadia Rd,ARCADIA,2159.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6231,151.05100000000002
NSW,Asquith,Asquith Public School,Dudley St,ASQUITH,2077.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6855,151.112
NSW,Beecroft,Beecroft Public School,90-98 Beecroft Rd,BEECROFT,2119.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7514,151.065
NSW,Beecroft West,Roselea Public School,449 North Rocks Rd,CARLINGFORD,2118.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7654,151.053
NSW,Berowra,Berowra Public School,Hillcrest Rd,BEROWRA,2081.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6181,151.14700000000002
NSW,Berowra North,Wideview Public School,Wideview Rd,BEROWRA HEIGHTS,2082.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6084,151.143
NSW,Berowra Waters,Marina Boatshed,199 Bay Rd,BEROWRA WATERS,2082.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.6008,151.119
NSW,Bowden Brae,Bowden Brae Retirement Village,40 Pennant Hills Rd,NORMANHURST,2076.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7214,151.10299999999998
NSW,Brooklyn,Brooklyn Public School,106 Brooklyn Rd,BROOKLYN,2253.0,N,google geocode,ROOFTOP,-33.5482822,151.2148497
NSW,Cheltenham,Cheltenham Girls High School,The Promenade,CHELTENHAM,2119.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7578,151.07399999999998
NSW,Cherrybrook,Cherrybrook Public School,131 New Line Rd,CHERRYBROOK,2126.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7314,151.042
NSW,Cherrybrook South,Long Day Care Centre,69 Cedarwood Dr,CHERRYBROOK,2126.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7336,151.048
NSW,Cowan,Cowan Public School,Chandler Ave,COWAN,2081.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.5885,151.16899999999998
NSW,Dural,Dural Public School,622 Old Northern Rd,DURAL,2158.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6857,151.026
NSW,Epping Heights,Epping Heights Public School,128 Kent St,EPPING,2121.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7627,151.07399999999998
NSW,Galston,Galston Public School,School Rd,GALSTON,2159.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.648,151.045
NSW,Glenorie,Glenorie Public School,1731 Old Northern Rd,GLENORIE,2157.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.5987,151.00799999999998
NSW,Hornsby,Technical College,205 Pacific Hwy,HORNSBY,2077.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7,151.097
NSW,Hornsby Heights,Hornsby Heights Public School,Somerville Rd,HORNSBY HEIGHTS,2077.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6706,151.09799999999998
NSW,Hornsby Hospital,Hornsby Hospital,Palmerston Rd,HORNSBY,2077.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7019,151.112
NSW,Hornsby North,Hornsby North Public School,Ida St,HORNSBY,2077.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6833,151.09799999999998
NSW,Hornsby South,Hornsby Girls High School,Edgeworth David Ave,HORNSBY,2077.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7064,151.102
NSW,Hornsby West,Uniting Church Hall,Cnr Frederick & William Sts,HORNSBY,2077.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7045,151.097
NSW,John Purchase,John Purchase Public School,Purchase Rd,CHERRYBROOK,2126.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.719,151.039
NSW,Middle Dural,Middle Dural Public School,Old Northern Rd,MIDDLE DURAL,2158.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6444,151.023
NSW,Mount Colah,Mount Colah Public School,Telopea St,MOUNT COLAH,2079.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6726,151.11700000000002
NSW,Mount Kuring-Gai,Mount Kuring-Gai Public School,Leeming St,MOUNT KURING-GAI,2080.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6575,151.136
NSW,Normanhurst,Normanhurst Public School,Pennant Hills Rd,NORMANHURST,2076.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7237,151.09799999999998
NSW,Normanhurst North,Hornsby South Public School,Clarke Rd,HORNSBY,2077.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7135,151.096
NSW,Normanhurst West,Normanhurst West Public School,Dartford Rd,THORNLEIGH,2120.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7208,151.089
NSW,Pennant Hills,Pennant Hills High School,Laurence Street,PENNANT HILLS,2120.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7342,151.062
NSW,Thompsons Corner,Pennant Hills West Public School,Church St,WEST PENNANT HILLS,2125.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7456,151.05100000000002
NSW,Thornleigh,Chinese & Aust Baptist Church,235 Pennant Hills Rd,THORNLEIGH,2120.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7282,151.085
NSW,Turramurra South,Turramurra South Public School,Kissing Point Rd,SOUTH TURRAMURRA,2074.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7446,151.113
NSW,Waitara,Waitara Public School,Edgeworth David Ave,WAHROONGA,2076.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7081,151.111
NSW,Waitara South,Mcquoin Park,McAuley Pl,WAITARA,2077.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7119,151.105
NSW,Warrawee,Warrawee Public School,Pacific Hwy,WARRAWEE,2074.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.73,151.123
NSW,Westleigh,Thornleigh West Public School,Giblett Ave,THORNLEIGH,2120.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7242,151.072
NSW,Bankstown,Bankstown Public School,Restwell St,BANKSTOWN,2200.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.9209,151.034
NSW,Bankstown Central,Bankstown Masonic Centre,21 Restwell St,BANKSTOWN,2200.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.9195,151.035
NSW,Bankstown North,Bankstown North Public School,322 Hume Hwy,BANKSTOWN,2200.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.906,151.034
NSW,Bankstown South,Bankstown South Infants School,14 Stacey St South,BANKSTOWN,2200.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.9306,151.03799999999998
NSW,Bankstown West,Bankstown West Public School,Dutton St,BANKSTOWN,2200.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.9164,151.02
NSW,Bass Hill,Public School,Horton St,BASS HILL,2197.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.9047,151.006
NSW,Bass Hill Central,Chester Hill Scout Hall,Baden Ave,BASS HILL,2197.0,A,google geocode,GEOMETRIC_CENTER,-33.894625,150.9965
NSW,Bass Hill West,Bass High School,Arundle Rd,BASS HILL,2197.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8996,150.99
NSW,Birrong,Birrong Public School,132 Auburn Rd,BIRRONG,2143.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8958,151.02
NSW,Chester Hill,Chester Hill Senior Citizens Hall,Chester Hill Rd,CHESTER HILL,2162.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8845,150.999
NSW,Chester Hill North,Chester Hill High School,Miller Rd,CHESTER HILL,2162.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8737,150.996
NSW,Chullora,Greenacre Baptist Church,40 Shellcote Rd,CHULLORA,2190.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8943,151.05700000000002
NSW,Condell Park,Condell Park Public School,Augusta St,CONDELL PARK,2200.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.9255,151.013
NSW,Condell Park North,St Clements Anglican Church,193 Edgar St,CONDELL PARK,2200.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.9227,151.013
NSW,Condell Park South,Bankstown Senior College,Eldridge Rd,BANKSTOWN,2200.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.9292,151.024
NSW,Georges Hall,Georges Hall Public School,Pennington Ave,GEORGES HALL,2198.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.9131,150.993
NSW,Gosling Park,Bankstown S.E.S. Gosling Park,Chiswick Rd,GREENACRE,2190.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.905,151.056
NSW,Greenacre,Greenacre YMCA Roberts Park,Waterloo Rd,GREENACRE,2190.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.9122,151.05700000000002
NSW,Greenacre West,Holy Savior Melkite Catholic School,80 Waterloo Road,GREENACRE,2190.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.9069,151.049
NSW,Mount Lewis,Mount Lewis Infants School,Noble Ave,MOUNT LEWIS,2190.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.9158,151.05
NSW,Parry Park,Wiley Park Scout Hall,33 Koala Rd,WILEY PARK,2195.0,F,google geocode,ROOFTOP,-33.9161467,151.0649833
NSW,Punchbowl Central,Punchbowl Boys High School,Kelly St,PUNCHBOWL,2196.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.9235,151.05200000000002
NSW,St Pauls,St Pauls Church Bankstown,459 Chapel Rd,BANKSTOWN,2200.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.9133,151.035
NSW,Sefton,Sefton Catholic School,Proctor Pde,SEFTON,2162.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8872,151.009
NSW,Villawood Central,Villawood Sacred Heart Church,122 Carawatha St,VILLAWOOD,2163.0,N,google geocode,RANGE_INTERPOLATED,-33.8895498,150.9759353
NSW,Villawood East,Villawood East Public School,Lowana St,VILLAWOOD,2163.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8895,150.986
NSW,Wiley Park West,Wiley Park Public School,95 King Georges Rd,WILEY PARK,2195.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.924,151.06799999999998
NSW,Yagoona,Yagoona Senior Citizens Centre,Cooper Rd,YAGOONA,2199.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.9056,151.025
NSW,Yagoona West,St Marks Church Yagoona,211 Auburn Rd,YAGOONA,2199.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.9064,151.02100000000002
NSW,Belrose,Wakehurst Public School,Glen St,BELROSE,2085.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7389,151.218
NSW,Belrose North,Belrose Public School,Ralston Ave,BELROSE,2085.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7277,151.216
NSW,Castle Cove,Castle Cove Public School,Kendall Rd,CASTLE COVE,2069.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.782,151.201
NSW,Chatswood,St Andrews Presbyterian Church,37 Anderson St,CHATSWOOD,2067.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7945,151.184
NSW,Chatswood North,St Paul's Anglican Church Hall,1 View Street,CHATSWOOD,2067.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7916,151.18
NSW,Chatswood West,Chatswood Public School,Pacific Hwy,CHATSWOOD,2067.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7986,151.178
NSW,Frenchs Forest,Frenchs Forest Public School,Ann St,FRENCHS FOREST,2086.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7517,151.225
NSW,Gordon,Ku-ring-gai Municipal Council Chambers,818 Pacific Hwy,GORDON,2072.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7541,151.15200000000002
NSW,Gordon East,Gordon East Public School,Rosedale Rd,GORDON,2072.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7463,151.157
NSW,Gordon West,Gordon West Public School,Ryde Rd,PYMBLE,2073.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7601,151.139
NSW,Kambora,Kambora Public School,Kambora & Woolrych Rd's,DAVIDSON,2085.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7398,151.195
NSW,Killara,St Martins Anglican Church Hall,9B Arnold St,KILLARA,2071.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7655,151.165
NSW,Killara East,Killara High School,Koola Ave,KILLARA,2071.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7554,151.175
NSW,Kissing Point,South Turramurra Kindergarten,10A Auluba Rd,SOUTH TURRAMURRA,2074.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7497,151.111
NSW,Lady Davidson Hospital,Lady Davidson Hospital,Bobbin Head Rd,TURRAMURRA NORTH,2074.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.6905,151.149
NSW,Lindfield,St Albans Anglican Church Hall,Lindfield Ave,LINDFIELD,2070.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7757,151.17
NSW,Lindfield East,Lindfield East Public School,Tryon Rd,LINDFIELD,2070.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7681,151.184
NSW,Lindfield North,Lindfield Primary School,Pacific Hwy,LINDFIELD,2070.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7771,151.168
NSW,Lindfield West,Beaumont Road Public School,17 Beaumont Rd,KILLARA,2071.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7745,151.14700000000002
NSW,Mimosa,Mimosa Public School,Mimosa St,FRENCHS FOREST,2086.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7439,151.204
NSW,Pymble,Mount St Bernard School,Cnr Pacific Hwy & Bobbin Head Rd,PYMBLE,2073.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7395,151.137
NSW,Pymble North,Pymble Public School,Crown Rd,PYMBLE,2073.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7327,151.143
NSW,Pymble West,Pymble West Public School,Apollo Ave,WEST PYMBLE,2073.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7636,151.124
NSW,Roseville,Roseville Uniting Church Hall,7 Lord St,ROSEVILLE,2069.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7853,151.18
NSW,Roseville Chase,Community Hall,6 Babbage Rd,ROSEVILLE,2069.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7795,151.195
NSW,Roseville East,Roseville Public School,Archbold Rd,ROSEVILLE,2069.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.782,151.188
NSW,Roseville South,St Barnabas Anglican Church,30 William St East,ROSEVILLE,2069.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7869,151.189
NSW,St Ives,St Ives Community Hall,"Village Green, Memorial Ave",ST IVES,2075.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7271,151.162
NSW,St Ives Chase,St Ives North Scout Hall,Warrimoo Ave,ST IVES CHASE,2075.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7164,151.159
NSW,St Ives North,St Ives North Public School,87 Memorial Ave,ST IVES,2075.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7187,151.164
NSW,St Ives Park,St Ives Park Public School,Acron Road,ST IVES,2075.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7383,151.167
NSW,St Ives South,St Ives High School,Yarrabung Rd,ST IVES,2075.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7403,151.167
NSW,Turramurra,St James Anglican Church Hall,King St,TURRAMURRA,2074.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7292,151.128
NSW,Turramurra Central,Turramurra Uniting Church Hall,Turramurra Ave,TURRAMURRA,2074.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7293,151.132
NSW,Turramurra North,Turramurra North Public School,Bobbin Head Rd,TURRAMURRA,2074.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7147,151.14700000000002
NSW,Wahroonga,St Andrews Anglican Church Hall,Cleveland St,WAHROONGA,2076.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.7156,151.118
NSW,Wahroonga East,Wahroonga Public School,71 Burns Rd,WAHROONGA,2076.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7155,151.128
NSW,Barry,Community Hall,Selwyn St,BARRY,2799.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.6466,149.27100000000002
NSW,Bathurst,Bathurst Public School,George St,BATHURST,2795.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.4217,149.571
NSW,Bathurst Central,Catholic Cathedral Parish Centre,Keppel St,BATHURST,2795.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.42,149.577
NSW,Bathurst City,Walshaw Hall,Church St,BATHURST,2795.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.4163,149.58
NSW,Bathurst High,Bathurst High School,Hope St,BATHURST,2795.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.4129,149.569
